image_id,cnn_image_path,cnn_repo_relative_path,class_name,class_index,global_lap_num,session,session_lap_num,sponsor_regime,signal_type,hit_number,raw_csv_path,raw_image_exists,s1_time_ms,s1_time_seconds,delta_1_seconds,delta_2_seconds,has_delta_data
lap_0005_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\throttle\Lap_5_Throttle hit_2.png,Data/image-data/session-1/throttle/Lap_5_Throttle hit_2.png,standard_laps,1,5,1,5,old_sponsor,throttle,2,../Data/image-data/session-1/throttle/Lap_5_Throttle hit_2.png,True,28478,28.478,,,False
lap_0006_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\brake\Lap_6_Brake hit_1.png,Data/image-data/session-1/brake/Lap_6_Brake hit_1.png,standard_laps,1,6,1,6,old_sponsor,brake,1,../Data/image-data/session-1/brake/Lap_6_Brake hit_1.png,True,28420,28.42,,,False
lap_0006_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\brake\Lap_6_Brake hit_2.png,Data/image-data/session-1/brake/Lap_6_Brake hit_2.png,standard_laps,1,6,1,6,old_sponsor,brake,2,../Data/image-data/session-1/brake/Lap_6_Brake hit_2.png,True,28420,28.42,,,False
lap_0006_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\throttle\Lap_6_Throttle hit_1.png,Data/image-data/session-1/throttle/Lap_6_Throttle hit_1.png,standard_laps,1,6,1,6,old_sponsor,throttle,1,../Data/image-data/session-1/throttle/Lap_6_Throttle hit_1.png,True,28420,28.42,,,False
lap_0006_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\throttle\Lap_6_Throttle hit_2.png,Data/image-data/session-1/throttle/Lap_6_Throttle hit_2.png,standard_laps,1,6,1,6,old_sponsor,throttle,2,../Data/image-data/session-1/throttle/Lap_6_Throttle hit_2.png,True,28420,28.42,,,False
lap_0008_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\brake\Lap_8_Brake hit_1.png,Data/image-data/session-1/brake/Lap_8_Brake hit_1.png,sub_standard_laps,2,8,1,8,old_sponsor,brake,1,../Data/image-data/session-1/brake/Lap_8_Brake hit_1.png,True,28812,28.812,,,False
lap_0008_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\brake\Lap_8_Brake hit_2.png,Data/image-data/session-1/brake/Lap_8_Brake hit_2.png,sub_standard_laps,2,8,1,8,old_sponsor,brake,2,../Data/image-data/session-1/brake/Lap_8_Brake hit_2.png,True,28812,28.812,,,False
lap_0008_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\throttle\Lap_8_Throttle hit_1.png,Data/image-data/session-1/throttle/Lap_8_Throttle hit_1.png,sub_standard_laps,2,8,1,8,old_sponsor,throttle,1,../Data/image-data/session-1/throttle/Lap_8_Throttle hit_1.png,True,28812,28.812,,,False
lap_0008_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\throttle\Lap_8_Throttle hit_2.png,Data/image-data/session-1/throttle/Lap_8_Throttle hit_2.png,sub_standard_laps,2,8,1,8,old_sponsor,throttle,2,../Data/image-data/session-1/throttle/Lap_8_Throttle hit_2.png,True,28812,28.812,,,False
lap_0009_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\brake\Lap_9_Brake hit_1.png,Data/image-data/session-1/brake/Lap_9_Brake hit_1.png,sub_standard_laps,2,9,1,9,old_sponsor,brake,1,../Data/image-data/session-1/brake/Lap_9_Brake hit_1.png,True,28980,28.98,,,False
lap_0009_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\brake\Lap_9_Brake hit_2.png,Data/image-data/session-1/brake/Lap_9_Brake hit_2.png,sub_standard_laps,2,9,1,9,old_sponsor,brake,2,../Data/image-data/session-1/brake/Lap_9_Brake hit_2.png,True,28980,28.98,,,False
lap_0009_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\throttle\Lap_9_Throttle hit_1.png,Data/image-data/session-1/throttle/Lap_9_Throttle hit_1.png,sub_standard_laps,2,9,1,9,old_sponsor,throttle,1,../Data/image-data/session-1/throttle/Lap_9_Throttle hit_1.png,True,28980,28.98,,,False
lap_0009_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\throttle\Lap_9_Throttle hit_2.png,Data/image-data/session-1/throttle/Lap_9_Throttle hit_2.png,sub_standard_laps,2,9,1,9,old_sponsor,throttle,2,../Data/image-data/session-1/throttle/Lap_9_Throttle hit_2.png,True,28980,28.98,,,False
lap_0010_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\brake\Lap_10_Brake hit_1.png,Data/image-data/session-1/brake/Lap_10_Brake hit_1.png,standard_laps,1,10,1,10,old_sponsor,brake,1,../Data/image-data/session-1/brake/Lap_10_Brake hit_1.png,True,28500,28.5,,,False
lap_0010_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\brake\Lap_10_Brake hit_2.png,Data/image-data/session-1/brake/Lap_10_Brake hit_2.png,standard_laps,1,10,1,10,old_sponsor,brake,2,../Data/image-data/session-1/brake/Lap_10_Brake hit_2.png,True,28500,28.5,,,False
lap_0010_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\throttle\Lap_10_Throttle hit_1.png,Data/image-data/session-1/throttle/Lap_10_Throttle hit_1.png,standard_laps,1,10,1,10,old_sponsor,throttle,1,../Data/image-data/session-1/throttle/Lap_10_Throttle hit_1.png,True,28500,28.5,,,False
lap_0010_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\throttle\Lap_10_Throttle hit_2.png,Data/image-data/session-1/throttle/Lap_10_Throttle hit_2.png,standard_laps,1,10,1,10,old_sponsor,throttle,2,../Data/image-data/session-1/throttle/Lap_10_Throttle hit_2.png,True,28500,28.5,,,False
lap_0011_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\brake\Lap_1_Brake hit_1.png,Data/image-data/session-2/brake/Lap_1_Brake hit_1.png,sub_standard_laps,2,11,2,1,old_sponsor,brake,1,../Data/image-data/session-2/brake/Lap_1_Brake hit_1.png,True,29467,29.467,,,False
lap_0011_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\brake\Lap_1_Brake hit_2.png,Data/image-data/session-2/brake/Lap_1_Brake hit_2.png,sub_standard_laps,2,11,2,1,old_sponsor,brake,2,../Data/image-data/session-2/brake/Lap_1_Brake hit_2.png,True,29467,29.467,,,False
lap_0011_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\throttle\Lap_1_Throttle hit_1.png,Data/image-data/session-2/throttle/Lap_1_Throttle hit_1.png,sub_standard_laps,2,11,2,1,old_sponsor,throttle,1,../Data/image-data/session-2/throttle/Lap_1_Throttle hit_1.png,True,29467,29.467,,,False
lap_0011_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\throttle\Lap_1_Throttle hit_2.png,Data/image-data/session-2/throttle/Lap_1_Throttle hit_2.png,sub_standard_laps,2,11,2,1,old_sponsor,throttle,2,../Data/image-data/session-2/throttle/Lap_1_Throttle hit_2.png,True,29467,29.467,,,False
lap_0012_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\brake\Lap_2_Brake hit_1.png,Data/image-data/session-2/brake/Lap_2_Brake hit_1.png,sub_standard_laps,2,12,2,2,old_sponsor,brake,1,../Data/image-data/session-2/brake/Lap_2_Brake hit_1.png,True,29346,29.346,,,False
lap_0012_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\brake\Lap_2_Brake hit_2.png,Data/image-data/session-2/brake/Lap_2_Brake hit_2.png,sub_standard_laps,2,12,2,2,old_sponsor,brake,2,../Data/image-data/session-2/brake/Lap_2_Brake hit_2.png,True,29346,29.346,,,False
lap_0012_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\throttle\Lap_2_Throttle hit_1.png,Data/image-data/session-2/throttle/Lap_2_Throttle hit_1.png,sub_standard_laps,2,12,2,2,old_sponsor,throttle,1,../Data/image-data/session-2/throttle/Lap_2_Throttle hit_1.png,True,29346,29.346,,,False
lap_0012_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\throttle\Lap_2_Throttle hit_2.png,Data/image-data/session-2/throttle/Lap_2_Throttle hit_2.png,sub_standard_laps,2,12,2,2,old_sponsor,throttle,2,../Data/image-data/session-2/throttle/Lap_2_Throttle hit_2.png,True,29346,29.346,,,False
lap_0016_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\brake\Lap_6_Brake hit_1.png,Data/image-data/session-2/brake/Lap_6_Brake hit_1.png,standard_laps,1,16,2,6,old_sponsor,brake,1,../Data/image-data/session-2/brake/Lap_6_Brake hit_1.png,True,28395,28.395,,,False
lap_0016_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\brake\Lap_6_Brake hit_2.png,Data/image-data/session-2/brake/Lap_6_Brake hit_2.png,standard_laps,1,16,2,6,old_sponsor,brake,2,../Data/image-data/session-2/brake/Lap_6_Brake hit_2.png,True,28395,28.395,,,False
lap_0016_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\throttle\Lap_6_Throttle hit_1.png,Data/image-data/session-2/throttle/Lap_6_Throttle hit_1.png,standard_laps,1,16,2,6,old_sponsor,throttle,1,../Data/image-data/session-2/throttle/Lap_6_Throttle hit_1.png,True,28395,28.395,,,False
lap_0016_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\throttle\Lap_6_Throttle hit_2.png,Data/image-data/session-2/throttle/Lap_6_Throttle hit_2.png,standard_laps,1,16,2,6,old_sponsor,throttle,2,../Data/image-data/session-2/throttle/Lap_6_Throttle hit_2.png,True,28395,28.395,,,False
lap_0018_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\brake\Lap_8_Brake hit_1.png,Data/image-data/session-2/brake/Lap_8_Brake hit_1.png,standard_laps,1,18,2,8,old_sponsor,brake,1,../Data/image-data/session-2/brake/Lap_8_Brake hit_1.png,True,28483,28.483,,,False
lap_0018_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\brake\Lap_8_Brake hit_2.png,Data/image-data/session-2/brake/Lap_8_Brake hit_2.png,standard_laps,1,18,2,8,old_sponsor,brake,2,../Data/image-data/session-2/brake/Lap_8_Brake hit_2.png,True,28483,28.483,,,False
lap_0018_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\throttle\Lap_8_Throttle hit_1.png,Data/image-data/session-2/throttle/Lap_8_Throttle hit_1.png,standard_laps,1,18,2,8,old_sponsor,throttle,1,../Data/image-data/session-2/throttle/Lap_8_Throttle hit_1.png,True,28483,28.483,,,False
lap_0018_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\throttle\Lap_8_Throttle hit_2.png,Data/image-data/session-2/throttle/Lap_8_Throttle hit_2.png,standard_laps,1,18,2,8,old_sponsor,throttle,2,../Data/image-data/session-2/throttle/Lap_8_Throttle hit_2.png,True,28483,28.483,,,False
lap_0019_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\brake\Lap_9_Brake hit_1.png,Data/image-data/session-2/brake/Lap_9_Brake hit_1.png,sub_standard_laps,2,19,2,9,old_sponsor,brake,1,../Data/image-data/session-2/brake/Lap_9_Brake hit_1.png,True,28828,28.828,,,False
lap_0019_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\brake\Lap_9_Brake hit_2.png,Data/image-data/session-2/brake/Lap_9_Brake hit_2.png,sub_standard_laps,2,19,2,9,old_sponsor,brake,2,../Data/image-data/session-2/brake/Lap_9_Brake hit_2.png,True,28828,28.828,,,False
lap_0019_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\throttle\Lap_9_Throttle hit_1.png,Data/image-data/session-2/throttle/Lap_9_Throttle hit_1.png,sub_standard_laps,2,19,2,9,old_sponsor,throttle,1,../Data/image-data/session-2/throttle/Lap_9_Throttle hit_1.png,True,28828,28.828,,,False
lap_0019_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\throttle\Lap_9_Throttle hit_2.png,Data/image-data/session-2/throttle/Lap_9_Throttle hit_2.png,sub_standard_laps,2,19,2,9,old_sponsor,throttle,2,../Data/image-data/session-2/throttle/Lap_9_Throttle hit_2.png,True,28828,28.828,,,False
lap_0021_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\brake\Lap_11_Brake hit_1.png,Data/image-data/session-2/brake/Lap_11_Brake hit_1.png,sub_standard_laps,2,21,2,11,old_sponsor,brake,1,../Data/image-data/session-2/brake/Lap_11_Brake hit_1.png,True,28897,28.897,,,False
lap_0021_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\brake\Lap_11_Brake hit_2.png,Data/image-data/session-2/brake/Lap_11_Brake hit_2.png,sub_standard_laps,2,21,2,11,old_sponsor,brake,2,../Data/image-data/session-2/brake/Lap_11_Brake hit_2.png,True,28897,28.897,,,False
lap_0021_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\throttle\Lap_11_Throttle hit_1.png,Data/image-data/session-2/throttle/Lap_11_Throttle hit_1.png,sub_standard_laps,2,21,2,11,old_sponsor,throttle,1,../Data/image-data/session-2/throttle/Lap_11_Throttle hit_1.png,True,28897,28.897,,,False
lap_0021_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\throttle\Lap_11_Throttle hit_2.png,Data/image-data/session-2/throttle/Lap_11_Throttle hit_2.png,sub_standard_laps,2,21,2,11,old_sponsor,throttle,2,../Data/image-data/session-2/throttle/Lap_11_Throttle hit_2.png,True,28897,28.897,,,False
lap_0022_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-3\brake\Lap_1_Brake hit_1.png,Data/image-data/session-3/brake/Lap_1_Brake hit_1.png,sub_standard_laps,2,22,3,1,old_sponsor,brake,1,../Data/image-data/session-3/brake/Lap_1_Brake hit_1.png,True,28857,28.857,,,False
lap_0022_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-3\brake\Lap_1_Brake hit_2.png,Data/image-data/session-3/brake/Lap_1_Brake hit_2.png,sub_standard_laps,2,22,3,1,old_sponsor,brake,2,../Data/image-data/session-3/brake/Lap_1_Brake hit_2.png,True,28857,28.857,,,False
lap_0022_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-3\throttle\Lap_1_Throttle hit_1.png,Data/image-data/session-3/throttle/Lap_1_Throttle hit_1.png,sub_standard_laps,2,22,3,1,old_sponsor,throttle,1,../Data/image-data/session-3/throttle/Lap_1_Throttle hit_1.png,True,28857,28.857,,,False
lap_0022_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-3\throttle\Lap_1_Throttle hit_2.png,Data/image-data/session-3/throttle/Lap_1_Throttle hit_2.png,sub_standard_laps,2,22,3,1,old_sponsor,throttle,2,../Data/image-data/session-3/throttle/Lap_1_Throttle hit_2.png,True,28857,28.857,,,False
lap_0024_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-3\brake\Lap_3_Brake hit_1.png,Data/image-data/session-3/brake/Lap_3_Brake hit_1.png,standard_laps,1,24,3,3,old_sponsor,brake,1,../Data/image-data/session-3/brake/Lap_3_Brake hit_1.png,True,28361,28.361,,,False
lap_0024_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-3\brake\Lap_3_Brake hit_2.png,Data/image-data/session-3/brake/Lap_3_Brake hit_2.png,standard_laps,1,24,3,3,old_sponsor,brake,2,../Data/image-data/session-3/brake/Lap_3_Brake hit_2.png,True,28361,28.361,,,False
lap_0024_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-3\throttle\Lap_3_Throttle hit_1.png,Data/image-data/session-3/throttle/Lap_3_Throttle hit_1.png,standard_laps,1,24,3,3,old_sponsor,throttle,1,../Data/image-data/session-3/throttle/Lap_3_Throttle hit_1.png,True,28361,28.361,,,False
lap_0024_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-3\throttle\Lap_3_Throttle hit_2.png,Data/image-data/session-3/throttle/Lap_3_Throttle hit_2.png,standard_laps,1,24,3,3,old_sponsor,throttle,2,../Data/image-data/session-3/throttle/Lap_3_Throttle hit_2.png,True,28361,28.361,,,False
lap_0025_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-3\brake\Lap_4_Brake hit_1.png,Data/image-data/session-3/brake/Lap_4_Brake hit_1.png,optimal_laps,0,25,3,4,old_sponsor,brake,1,../Data/image-data/session-3/brake/Lap_4_Brake hit_1.png,True,27975,27.975,,,False
lap_0025_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-3\brake\Lap_4_Brake hit_2.png,Data/image-data/session-3/brake/Lap_4_Brake hit_2.png,optimal_laps,0,25,3,4,old_sponsor,brake,2,../Data/image-data/session-3/brake/Lap_4_Brake hit_2.png,True,27975,27.975,,,False
lap_0025_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-3\throttle\Lap_4_Throttle hit_1.png,Data/image-data/session-3/throttle/Lap_4_Throttle hit_1.png,optimal_laps,0,25,3,4,old_sponsor,throttle,1,../Data/image-data/session-3/throttle/Lap_4_Throttle hit_1.png,True,27975,27.975,,,False
lap_0025_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-3\throttle\Lap_4_Throttle hit_2.png,Data/image-data/session-3/throttle/Lap_4_Throttle hit_2.png,optimal_laps,0,25,3,4,old_sponsor,throttle,2,../Data/image-data/session-3/throttle/Lap_4_Throttle hit_2.png,True,27975,27.975,,,False
lap_0026_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-4\brake\Lap_1_Brake hit_1.png,Data/image-data/session-4/brake/Lap_1_Brake hit_1.png,standard_laps,1,26,4,1,old_sponsor,brake,1,../Data/image-data/session-4/brake/Lap_1_Brake hit_1.png,True,28390,28.39,,,False
lap_0026_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-4\brake\Lap_1_Brake hit_2.png,Data/image-data/session-4/brake/Lap_1_Brake hit_2.png,standard_laps,1,26,4,1,old_sponsor,brake,2,../Data/image-data/session-4/brake/Lap_1_Brake hit_2.png,True,28390,28.39,,,False
lap_0026_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-4\throttle\Lap_1_Throttle hit_1.png,Data/image-data/session-4/throttle/Lap_1_Throttle hit_1.png,standard_laps,1,26,4,1,old_sponsor,throttle,1,../Data/image-data/session-4/throttle/Lap_1_Throttle hit_1.png,True,28390,28.39,,,False
lap_0026_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-4\throttle\Lap_1_Throttle hit_2.png,Data/image-data/session-4/throttle/Lap_1_Throttle hit_2.png,standard_laps,1,26,4,1,old_sponsor,throttle,2,../Data/image-data/session-4/throttle/Lap_1_Throttle hit_2.png,True,28390,28.39,,,False
lap_0028_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-4\brake\Lap_3_Brake hit_1.png,Data/image-data/session-4/brake/Lap_3_Brake hit_1.png,sub_standard_laps,2,28,4,3,old_sponsor,brake,1,../Data/image-data/session-4/brake/Lap_3_Brake hit_1.png,True,29430,29.43,,,False
lap_0028_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-4\brake\Lap_3_Brake hit_2.png,Data/image-data/session-4/brake/Lap_3_Brake hit_2.png,sub_standard_laps,2,28,4,3,old_sponsor,brake,2,../Data/image-data/session-4/brake/Lap_3_Brake hit_2.png,True,29430,29.43,,,False
lap_0028_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-4\throttle\Lap_3_Throttle hit_1.png,Data/image-data/session-4/throttle/Lap_3_Throttle hit_1.png,sub_standard_laps,2,28,4,3,old_sponsor,throttle,1,../Data/image-data/session-4/throttle/Lap_3_Throttle hit_1.png,True,29430,29.43,,,False
lap_0028_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-4\throttle\Lap_3_Throttle hit_2.png,Data/image-data/session-4/throttle/Lap_3_Throttle hit_2.png,sub_standard_laps,2,28,4,3,old_sponsor,throttle,2,../Data/image-data/session-4/throttle/Lap_3_Throttle hit_2.png,True,29430,29.43,,,False
lap_0029_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-4\brake\Lap_4_Brake hit_1.png,Data/image-data/session-4/brake/Lap_4_Brake hit_1.png,standard_laps,1,29,4,4,old_sponsor,brake,1,../Data/image-data/session-4/brake/Lap_4_Brake hit_1.png,True,28335,28.335,,,False
