image_id,cnn_image_path,cnn_repo_relative_path,class_name,class_index,global_lap_num,session,session_lap_num,signal_type,hit_number,raw_csv_path,raw_image_path,raw_repo_relative_path,raw_image_exists,s1_time_ms,s1_time_seconds,incident,delta_1_seconds,delta_2_seconds,associated_delta_seconds,has_delta_data,split
lap_0005_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0005_throttle_01.png,Data/cnn-classes/standard_laps/lap_0005_throttle_01.png,standard_laps,1,5,1,5,throttle,1,../Data/image-data/session-1/throttle/Lap_5_Throttle hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\throttle\Lap_5_Throttle hit_1.png,Data/image-data/session-1/throttle/Lap_5_Throttle hit_1.png,True,28478,28.478,none,,,,False,test
lap_0005_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0005_throttle_02.png,Data/cnn-classes/standard_laps/lap_0005_throttle_02.png,standard_laps,1,5,1,5,throttle,2,../Data/image-data/session-1/throttle/Lap_5_Throttle hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\throttle\Lap_5_Throttle hit_2.png,Data/image-data/session-1/throttle/Lap_5_Throttle hit_2.png,True,28478,28.478,none,,,,False,test
lap_0006_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0006_brake_01.png,Data/cnn-classes/standard_laps/lap_0006_brake_01.png,standard_laps,1,6,1,6,brake,1,../Data/image-data/session-1/brake/Lap_6_Brake hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\brake\Lap_6_Brake hit_1.png,Data/image-data/session-1/brake/Lap_6_Brake hit_1.png,True,28420,28.42,none,,,,False,test
lap_0006_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0006_brake_02.png,Data/cnn-classes/standard_laps/lap_0006_brake_02.png,standard_laps,1,6,1,6,brake,2,../Data/image-data/session-1/brake/Lap_6_Brake hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\brake\Lap_6_Brake hit_2.png,Data/image-data/session-1/brake/Lap_6_Brake hit_2.png,True,28420,28.42,none,,,,False,test
lap_0006_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0006_throttle_01.png,Data/cnn-classes/standard_laps/lap_0006_throttle_01.png,standard_laps,1,6,1,6,throttle,1,../Data/image-data/session-1/throttle/Lap_6_Throttle hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\throttle\Lap_6_Throttle hit_1.png,Data/image-data/session-1/throttle/Lap_6_Throttle hit_1.png,True,28420,28.42,none,,,,False,test
lap_0006_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0006_throttle_02.png,Data/cnn-classes/standard_laps/lap_0006_throttle_02.png,standard_laps,1,6,1,6,throttle,2,../Data/image-data/session-1/throttle/Lap_6_Throttle hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\throttle\Lap_6_Throttle hit_2.png,Data/image-data/session-1/throttle/Lap_6_Throttle hit_2.png,True,28420,28.42,none,,,,False,test
lap_0008_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0008_brake_01.png,Data/cnn-classes/sub_standard_laps/lap_0008_brake_01.png,sub_standard_laps,2,8,1,8,brake,1,../Data/image-data/session-1/brake/Lap_8_Brake hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\brake\Lap_8_Brake hit_1.png,Data/image-data/session-1/brake/Lap_8_Brake hit_1.png,True,28812,28.812,none,,,,False,test
lap_0008_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0008_brake_02.png,Data/cnn-classes/sub_standard_laps/lap_0008_brake_02.png,sub_standard_laps,2,8,1,8,brake,2,../Data/image-data/session-1/brake/Lap_8_Brake hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\brake\Lap_8_Brake hit_2.png,Data/image-data/session-1/brake/Lap_8_Brake hit_2.png,True,28812,28.812,none,,,,False,test
lap_0008_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0008_throttle_01.png,Data/cnn-classes/sub_standard_laps/lap_0008_throttle_01.png,sub_standard_laps,2,8,1,8,throttle,1,../Data/image-data/session-1/throttle/Lap_8_Throttle hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\throttle\Lap_8_Throttle hit_1.png,Data/image-data/session-1/throttle/Lap_8_Throttle hit_1.png,True,28812,28.812,none,,,,False,test
lap_0008_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0008_throttle_02.png,Data/cnn-classes/sub_standard_laps/lap_0008_throttle_02.png,sub_standard_laps,2,8,1,8,throttle,2,../Data/image-data/session-1/throttle/Lap_8_Throttle hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\throttle\Lap_8_Throttle hit_2.png,Data/image-data/session-1/throttle/Lap_8_Throttle hit_2.png,True,28812,28.812,none,,,,False,test
lap_0009_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0009_brake_01.png,Data/cnn-classes/sub_standard_laps/lap_0009_brake_01.png,sub_standard_laps,2,9,1,9,brake,1,../Data/image-data/session-1/brake/Lap_9_Brake hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\brake\Lap_9_Brake hit_1.png,Data/image-data/session-1/brake/Lap_9_Brake hit_1.png,True,28980,28.98,none,,,,False,test
lap_0009_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0009_brake_02.png,Data/cnn-classes/sub_standard_laps/lap_0009_brake_02.png,sub_standard_laps,2,9,1,9,brake,2,../Data/image-data/session-1/brake/Lap_9_Brake hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\brake\Lap_9_Brake hit_2.png,Data/image-data/session-1/brake/Lap_9_Brake hit_2.png,True,28980,28.98,none,,,,False,test
lap_0009_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0009_throttle_01.png,Data/cnn-classes/sub_standard_laps/lap_0009_throttle_01.png,sub_standard_laps,2,9,1,9,throttle,1,../Data/image-data/session-1/throttle/Lap_9_Throttle hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\throttle\Lap_9_Throttle hit_1.png,Data/image-data/session-1/throttle/Lap_9_Throttle hit_1.png,True,28980,28.98,none,,,,False,test
lap_0009_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0009_throttle_02.png,Data/cnn-classes/sub_standard_laps/lap_0009_throttle_02.png,sub_standard_laps,2,9,1,9,throttle,2,../Data/image-data/session-1/throttle/Lap_9_Throttle hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\throttle\Lap_9_Throttle hit_2.png,Data/image-data/session-1/throttle/Lap_9_Throttle hit_2.png,True,28980,28.98,none,,,,False,test
lap_0010_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0010_brake_01.png,Data/cnn-classes/standard_laps/lap_0010_brake_01.png,standard_laps,1,10,1,10,brake,1,../Data/image-data/session-1/brake/Lap_10_Brake hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\brake\Lap_10_Brake hit_1.png,Data/image-data/session-1/brake/Lap_10_Brake hit_1.png,True,28500,28.5,none,,,,False,test
lap_0010_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0010_brake_02.png,Data/cnn-classes/standard_laps/lap_0010_brake_02.png,standard_laps,1,10,1,10,brake,2,../Data/image-data/session-1/brake/Lap_10_Brake hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\brake\Lap_10_Brake hit_2.png,Data/image-data/session-1/brake/Lap_10_Brake hit_2.png,True,28500,28.5,none,,,,False,test
lap_0010_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0010_throttle_01.png,Data/cnn-classes/standard_laps/lap_0010_throttle_01.png,standard_laps,1,10,1,10,throttle,1,../Data/image-data/session-1/throttle/Lap_10_Throttle hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\throttle\Lap_10_Throttle hit_1.png,Data/image-data/session-1/throttle/Lap_10_Throttle hit_1.png,True,28500,28.5,none,,,,False,test
lap_0010_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0010_throttle_02.png,Data/cnn-classes/standard_laps/lap_0010_throttle_02.png,standard_laps,1,10,1,10,throttle,2,../Data/image-data/session-1/throttle/Lap_10_Throttle hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-1\throttle\Lap_10_Throttle hit_2.png,Data/image-data/session-1/throttle/Lap_10_Throttle hit_2.png,True,28500,28.5,none,,,,False,test
lap_0011_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0011_brake_01.png,Data/cnn-classes/sub_standard_laps/lap_0011_brake_01.png,sub_standard_laps,2,11,2,1,brake,1,../Data/image-data/session-2/brake/Lap_1_Brake hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\brake\Lap_1_Brake hit_1.png,Data/image-data/session-2/brake/Lap_1_Brake hit_1.png,True,29467,29.467,none,,,,False,train
lap_0011_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0011_brake_02.png,Data/cnn-classes/sub_standard_laps/lap_0011_brake_02.png,sub_standard_laps,2,11,2,1,brake,2,../Data/image-data/session-2/brake/Lap_1_Brake hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\brake\Lap_1_Brake hit_2.png,Data/image-data/session-2/brake/Lap_1_Brake hit_2.png,True,29467,29.467,none,,,,False,train
lap_0011_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0011_throttle_01.png,Data/cnn-classes/sub_standard_laps/lap_0011_throttle_01.png,sub_standard_laps,2,11,2,1,throttle,1,../Data/image-data/session-2/throttle/Lap_1_Throttle hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\throttle\Lap_1_Throttle hit_1.png,Data/image-data/session-2/throttle/Lap_1_Throttle hit_1.png,True,29467,29.467,none,,,,False,train
lap_0011_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0011_throttle_02.png,Data/cnn-classes/sub_standard_laps/lap_0011_throttle_02.png,sub_standard_laps,2,11,2,1,throttle,2,../Data/image-data/session-2/throttle/Lap_1_Throttle hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\throttle\Lap_1_Throttle hit_2.png,Data/image-data/session-2/throttle/Lap_1_Throttle hit_2.png,True,29467,29.467,none,,,,False,train
lap_0012_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0012_brake_01.png,Data/cnn-classes/sub_standard_laps/lap_0012_brake_01.png,sub_standard_laps,2,12,2,2,brake,1,../Data/image-data/session-2/brake/Lap_2_Brake hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\brake\Lap_2_Brake hit_1.png,Data/image-data/session-2/brake/Lap_2_Brake hit_1.png,True,29346,29.346,none,,,,False,train
lap_0012_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0012_brake_02.png,Data/cnn-classes/sub_standard_laps/lap_0012_brake_02.png,sub_standard_laps,2,12,2,2,brake,2,../Data/image-data/session-2/brake/Lap_2_Brake hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\brake\Lap_2_Brake hit_2.png,Data/image-data/session-2/brake/Lap_2_Brake hit_2.png,True,29346,29.346,none,,,,False,train
lap_0012_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0012_throttle_01.png,Data/cnn-classes/sub_standard_laps/lap_0012_throttle_01.png,sub_standard_laps,2,12,2,2,throttle,1,../Data/image-data/session-2/throttle/Lap_2_Throttle hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\throttle\Lap_2_Throttle hit_1.png,Data/image-data/session-2/throttle/Lap_2_Throttle hit_1.png,True,29346,29.346,none,,,,False,train
lap_0012_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0012_throttle_02.png,Data/cnn-classes/sub_standard_laps/lap_0012_throttle_02.png,sub_standard_laps,2,12,2,2,throttle,2,../Data/image-data/session-2/throttle/Lap_2_Throttle hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\throttle\Lap_2_Throttle hit_2.png,Data/image-data/session-2/throttle/Lap_2_Throttle hit_2.png,True,29346,29.346,none,,,,False,train
lap_0016_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0016_brake_01.png,Data/cnn-classes/standard_laps/lap_0016_brake_01.png,standard_laps,1,16,2,6,brake,1,../Data/image-data/session-2/brake/Lap_6_Brake hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\brake\Lap_6_Brake hit_1.png,Data/image-data/session-2/brake/Lap_6_Brake hit_1.png,True,28395,28.395,none,,,,False,train
lap_0016_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0016_brake_02.png,Data/cnn-classes/standard_laps/lap_0016_brake_02.png,standard_laps,1,16,2,6,brake,2,../Data/image-data/session-2/brake/Lap_6_Brake hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\brake\Lap_6_Brake hit_2.png,Data/image-data/session-2/brake/Lap_6_Brake hit_2.png,True,28395,28.395,none,,,,False,train
lap_0016_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0016_throttle_01.png,Data/cnn-classes/standard_laps/lap_0016_throttle_01.png,standard_laps,1,16,2,6,throttle,1,../Data/image-data/session-2/throttle/Lap_6_Throttle hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\throttle\Lap_6_Throttle hit_1.png,Data/image-data/session-2/throttle/Lap_6_Throttle hit_1.png,True,28395,28.395,none,,,,False,train
lap_0016_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0016_throttle_02.png,Data/cnn-classes/standard_laps/lap_0016_throttle_02.png,standard_laps,1,16,2,6,throttle,2,../Data/image-data/session-2/throttle/Lap_6_Throttle hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\throttle\Lap_6_Throttle hit_2.png,Data/image-data/session-2/throttle/Lap_6_Throttle hit_2.png,True,28395,28.395,none,,,,False,train
lap_0018_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0018_brake_01.png,Data/cnn-classes/standard_laps/lap_0018_brake_01.png,standard_laps,1,18,2,8,brake,1,../Data/image-data/session-2/brake/Lap_8_Brake hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\brake\Lap_8_Brake hit_1.png,Data/image-data/session-2/brake/Lap_8_Brake hit_1.png,True,28483,28.483,none,,,,False,train
lap_0018_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0018_brake_02.png,Data/cnn-classes/standard_laps/lap_0018_brake_02.png,standard_laps,1,18,2,8,brake,2,../Data/image-data/session-2/brake/Lap_8_Brake hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\brake\Lap_8_Brake hit_2.png,Data/image-data/session-2/brake/Lap_8_Brake hit_2.png,True,28483,28.483,none,,,,False,train
lap_0018_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0018_throttle_01.png,Data/cnn-classes/standard_laps/lap_0018_throttle_01.png,standard_laps,1,18,2,8,throttle,1,../Data/image-data/session-2/throttle/Lap_8_Throttle hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\throttle\Lap_8_Throttle hit_1.png,Data/image-data/session-2/throttle/Lap_8_Throttle hit_1.png,True,28483,28.483,none,,,,False,train
lap_0018_throttle_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\standard_laps\lap_0018_throttle_02.png,Data/cnn-classes/standard_laps/lap_0018_throttle_02.png,standard_laps,1,18,2,8,throttle,2,../Data/image-data/session-2/throttle/Lap_8_Throttle hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\throttle\Lap_8_Throttle hit_2.png,Data/image-data/session-2/throttle/Lap_8_Throttle hit_2.png,True,28483,28.483,none,,,,False,train
lap_0019_brake_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0019_brake_01.png,Data/cnn-classes/sub_standard_laps/lap_0019_brake_01.png,sub_standard_laps,2,19,2,9,brake,1,../Data/image-data/session-2/brake/Lap_9_Brake hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\brake\Lap_9_Brake hit_1.png,Data/image-data/session-2/brake/Lap_9_Brake hit_1.png,True,28828,28.828,none,,,,False,train
lap_0019_brake_02,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0019_brake_02.png,Data/cnn-classes/sub_standard_laps/lap_0019_brake_02.png,sub_standard_laps,2,19,2,9,brake,2,../Data/image-data/session-2/brake/Lap_9_Brake hit_2.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\brake\Lap_9_Brake hit_2.png,Data/image-data/session-2/brake/Lap_9_Brake hit_2.png,True,28828,28.828,none,,,,False,train
lap_0019_throttle_01,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\cnn-classes\sub_standard_laps\lap_0019_throttle_01.png,Data/cnn-classes/sub_standard_laps/lap_0019_throttle_01.png,sub_standard_laps,2,19,2,9,throttle,1,../Data/image-data/session-2/throttle/Lap_9_Throttle hit_1.png,C:\Users\admin\Desktop\Summer Projects\F1\F1-Optimized-Cornering-Project\Data\image-data\session-2\throttle\Lap_9_Throttle hit_1.png,Data/image-data/session-2/throttle/Lap_9_Throttle hit_1.png,True,28828,28.828,none,,,,False,train
